Chr3	9122126	9122133	5.206582	-	SRR5874660_peak_6747	9122133	0	0.000907646
Chr4	13959282	13959289	6.218132	-	SRR5874660_peak_9720	13959289	0	0.000894045
Chr3	9465107	9465114	5.959824	-	SRR5874660_peak_6798	9465114	0	0
Chr2	262933	262940	6.226229	+	SRR5874660_peak_3543	262940	0	0.00112784
Chr5	17937581	17937588	5.220383	+	SRR5874660_peak_11932	17937588	0	0
Chr4	14013259	14013266	5.656526	-	SRR5874660_peak_9730	14013266	0	0
Chr2	11388377	11388384	5.192558	+	SRR5874660_peak_4662	11388384	0	0
Chr1	19867441	19867448	6.216187	-	SRR5874660_peak_2144	19867448	0	0.000909305
Chr1	10289678	10289685	6.997181	+	SRR5874660_peak_1257	10289685	0	0
Chr3	7675926	7675933	5.466995	+	SRR5874660_peak_6521	7675933	0	0.000224921
Chr2	12805049	12805056	5.359088	+	SRR5874660_peak_4876	12805056	0	0
Chr2	12430298	12430305	5.558147	+	SRR5874660_peak_4818	12430305	0	0
Chr1	28589642	28589649	5.671688	+	SRR5874660_peak_3280	28589649	0	0.000225326
Chr1	18949459	18949466	5.359088	-	SRR5874660_peak_1997	18949466	0.00382957	0.0527459
Chr4	11791362	11791369	5.367185	+	SRR5874660_peak_9420	11791369	0	0.0629582
Chr3	6128183	6128190	5.728399	+	SRR5874660_peak_6348	6128190	0	0
Chr3	1652300	1652307	5.223875	-	SRR5874660_peak_5891	1652307	0	0.0109815
Chr2	8108750	8108757	7.031372	-	SRR5874660_peak_4160	8108757	0	0
Chr1	27224384	27224391	6.298513	+	SRR5874660_peak_3119	27224391	0.00730252	0.00205466
Chr1	2982618	2982625	5.466995	+	SRR5874660_peak_300	2982625	0	0
Chr5	26879703	26879710	6.566120	-	SRR5874660_peak_13105	26879710	0	0.0129357
Chr3	9024847	9024854	6.218132	+	SRR5874660_peak_6734	9024854	0	0.00138184
Chr4	12467996	12468003	6.218132	+	SRR5874660_peak_9534	12468003	0	0.000223914
Chr1	24749759	24749766	5.444307	+	SRR5874660_peak_2766	24749766	0	0
Chr5	9038848	9038855	6.971903	+	SRR5874660_peak_11278	9038855	0	0.00425278
Chr5	8977011	8977018	5.210901	-	SRR5874660_peak_11270	8977018	0	0
Chr5	17937587	17937594	6.253515	-	SRR5874660_peak_11932	17937594	0	0.000232882
Chr5	9978349	9978356	5.854552	+	SRR5874660_peak_11380	9978356	0	0.0134439
Chr4	8153858	8153865	5.100497	+	SRR5874660_peak_8902	8153865	0	0.000589273
Chr1	9066201	9066208	5.727988	-	SRR5874660_peak_1077	9066208	0	0.0518759
Chr3	1775367	1775374	7.031372	+	SRR5874660_peak_5911	1775374	0	0
Chr1	3493902	3493909	6.417191	+	SRR5874660_peak_350	3493909	0	0
Chr2	18981499	18981506	6.713596	+	SRR5874660_peak_5654	18981506	0.00182066	0.000227582
Chr1	6684595	6684602	6.971903	+	SRR5874660_peak_712	6684602	0	0.00240479
Chr2	3274620	3274627	5.551254	+	SRR5874660_peak_3837	3274627	0	0
Chr1	16897109	16897116	5.656526	+	SRR5874660_peak_1732	16897116	0	0
Chr2	15320326	15320333	5.959824	+	SRR5874660_peak_5197	15320333	0	0
Chr3	19732353	19732360	5.421443	+	SRR5874660_peak_7708	19732360	0	0.000222321
Chr3	7385286	7385293	5.570152	-	SRR5874660_peak_6478	7385293	0	0
Chr2	18369166	18369173	7.031372	+	SRR5874660_peak_5555	18369173	0	0
Chr5	24884543	24884550	6.226229	-	SRR5874660_peak_12824	24884550	0	0.00230869
Chr3	2661044	2661051	5.520141	-	SRR5874660_peak_5986	2661051	0	0
Chr1	2548340	2548347	5.390121	+	SRR5874660_peak_263	2548347	0.00181735	0.000227169
Chr5	21841786	21841793	5.959824	-	SRR5874660_peak_12436	21841793	0	0.000255232
Chr4	12886913	12886920	5.593107	+	SRR5874660_peak_9580	12886920	0	0
Chr1	28150703	28150710	5.466995	-	SRR5874660_peak_3210	28150710	0	0.000458925
Chr1	9730868	9730875	7.708113	+	SRR5874660_peak_1172	9730875	0	0.000240731
Chr5	18954648	18954655	5.673150	-	SRR5874660_peak_12069	18954655	0	0.00411613
Chr4	9864691	9864698	5.671688	+	SRR5874660_peak_9162	9864698	0	0
Chr2	16565586	16565593	6.980001	+	SRR5874660_peak_5350	16565593	0	0
Chr5	23130495	23130502	5.466995	+	SRR5874660_peak_12609	23130502	0	0.000804499
Chr5	16568409	16568416	6.408830	+	SRR5874660_peak_11748	16568416	0	0.000453102
Chr5	16131658	16131665	5.699251	+	SRR5874660_peak_11672	16131665	0	0.0012506
Chr5	8554676	8554683	5.946125	-	SRR5874660_peak_11197	8554683	0	0
Chr3	5327625	5327632	5.228480	-	SRR5874660_peak_6249	5327632	0	0.00767121
Chr5	19949340	19949347	5.959824	+	SRR5874660_peak_12208	19949347	0	0.000953731
Chr5	10543540	10543547	5.593107	-	SRR5874660_peak_11410	10543547	0	0.0629229
Chr4	10370717	10370724	6.044523	+	SRR5874660_peak_9242	10370724	0	0
Chr3	10443900	10443907	6.296230	-	SRR5874660_peak_6964	10443907	0	0
Chr5	20801598	20801605	5.502039	-	SRR5874660_peak_12300	20801605	0	0
Chr3	10049813	10049820	5.656526	-	SRR5874660_peak_6895	10049820	0	0
Chr5	24917172	24917179	8.683580	-	SRR5874660_peak_12832	24917179	0	0
Chr5	16339748	16339755	8.060500	-	SRR5874660_peak_11713	16339755	0	0.00152748
Chr1	8520031	8520038	5.269385	-	SRR5874660_peak_994	8520038	0	0
Chr5	6202484	6202491	6.055905	-	SRR5874660_peak_10928	6202491	0	0.000912815
Chr4	14397754	14397761	5.367185	+	SRR5874660_peak_9772	14397761	0	0
Chr3	20904	20911	5.573929	-	SRR5874660_peak_5740	20911	0	0
Chr2	10426764	10426771	6.218132	+	SRR5874660_peak_4529	10426771	0	0
Chr2	8233144	8233151	5.668526	-	SRR5874660_peak_4186	8233151	0	0.000256541
Chr2	139329	139336	5.943041	+	SRR5874660_peak_3516	139336	0	0.0184823
Chr5	17437020	17437027	6.143632	+	SRR5874660_peak_11863	17437027	0	0.00718376
Chr4	11859348	11859355	5.240719	-	SRR5874660_peak_9426	11859355	0	0.00598316
Chr4	193405	193412	5.452884	+	SRR5874660_peak_8216	193412	0	0.000229253
Chr5	21042308	21042315	6.713596	+	SRR5874660_peak_12329	21042315	0	0.0024454
Chr5	4206818	4206825	5.959824	+	SRR5874660_peak_10711	4206825	0	0.00159447
Chr5	1476515	1476522	7.708113	-	SRR5874660_peak_10414	1476522	0	0.000228624
Chr5	8803353	8803360	5.100497	+	SRR5874660_peak_11248	8803360	0	0.000234192
Chr2	10444683	10444690	5.946125	+	SRR5874660_peak_4535	10444690	0.303753	0.0379691
Chr2	10439387	10439394	5.096803	-	SRR5874660_peak_4533	10439394	0.00894838	0.00111855
Chr1	20749272	20749279	5.546956	-	SRR5874660_peak_2248	20749279	0	0.0139896
Chr5	16828466	16828473	6.044523	+	SRR5874660_peak_11797	16828473	0	0.000671137
Chr4	9253785	9253792	5.656526	-	SRR5874660_peak_9057	9253792	0	0
Chr3	5965642	5965649	6.226229	-	SRR5874660_peak_6325	5965649	0	0.000223914
Chr2	19027966	19027973	5.100497	+	SRR5874660_peak_5661	19027973	0	0.00311479
Chr2	7546467	7546474	6.980001	-	SRR5874660_peak_4069	7546474	0	0
Chr2	258951	258958	5.728399	+	SRR5874660_peak_3541	258958	0.00794034	0.000992543
Chr1	21016633	21016640	6.055905	+	SRR5874660_peak_2290	21016640	0	0
Chr1	4522660	4522667	7.708113	+	SRR5874660_peak_460	4522667	0	0
Chr1	12582074	12582081	7.036108	+	SRR5874660_peak_1592	12582081	0	0.0046728
Chr5	1558524	1558531	5.240719	+	SRR5874660_peak_10423	1558531	0	0.00765383
Chr4	16773480	16773487	5.819001	+	SRR5874660_peak_10036	16773487	0	0
Chr4	8914834	8914841	7.031372	-	SRR5874660_peak_9017	8914841	0	0.000935889
Chr3	2128629	2128636	6.300728	+	SRR5874660_peak_5931	2128636	0	0.00459764
Chr2	8853243	8853250	7.708113	+	SRR5874660_peak_4271	8853250	0	0.0135292
Chr5	25119036	25119043	5.648429	+	SRR5874660_peak_12874	25119043	0	0
Chr5	26228612	26228619	5.699251	-	SRR5874660_peak_13020	26228619	0.0221478	0.00276847
Chr5	17356809	17356816	6.226229	-	SRR5874660_peak_11854	17356816	0	0
Chr3	1775823	1775830	5.375600	+	SRR5874660_peak_5912	1775830	0	0
Chr5	15976430	15976437	5.444307	-	SRR5874660_peak_11655	15976437	0	0.00592602
Chr5	7667673	7667680	5.269385	-	SRR5874660_peak_11082	7667680	0	0
Chr2	7954959	7954966	5.235634	-	SRR5874660_peak_4136	7954966	0	0.0163374
Chr1	12180666	12180673	5.320762	+	SRR5874660_peak_1557	12180673	0	0.0272041
Chr1	11396159	11396166	5.648429	-	SRR5874660_peak_1428	11396166	0	0.00349909
Chr3	17624097	17624104	5.367185	+	SRR5874660_peak_7384	17624104	0.00180424	0.00022553
Chr2	12646242	12646249	5.284849	-	SRR5874660_peak_4850	12646249	0	0
Chr1	26328657	26328664	6.055905	-	SRR5874660_peak_2999	26328664	0	0.000230096
Chr1	7267377	7267384	7.228983	+	SRR5874660_peak_804	7267384	0	0.000226346
Chr2	12525388	12525395	6.218132	-	SRR5874660_peak_4835	12525395	0	0.000226143
Chr5	15603770	15603777	7.228983	-	SRR5874660_peak_11605	15603777	0	0
Chr5	2783307	2783314	6.226229	+	SRR5874660_peak_10549	2783314	0	0
Chr2	18156239	18156246	5.195921	+	SRR5874660_peak_5532	18156246	0	0.00145599
Chr4	16487636	16487643	7.228983	-	SRR5874660_peak_10001	16487643	0	0.00022779
Chr1	21338687	21338694	6.402200	+	SRR5874660_peak_2340	21338694	0.00184077	0.000230096
Chr5	24908449	24908456	6.021714	+	SRR5874660_peak_12828	24908456	0	0
Chr5	2133537	2133544	6.298513	+	SRR5874660_peak_10480	2133544	0	0
Chr1	23912534	23912541	6.296230	+	SRR5874660_peak_2656	23912541	0	0
Chr1	29358804	29358811	6.713596	-	SRR5874660_peak_3370	29358811	0	0
Chr5	20333352	20333359	5.959824	+	SRR5874660_peak_12257	20333359	0	0
Chr1	1313140	1313147	6.120957	-	SRR5874660_peak_136	1313147	0	0
Chr1	1050074	1050081	5.172391	+	SRR5874660_peak_108	1050081	0	0.000226346
Chr5	19885710	19885717	5.421443	+	SRR5874660_peak_12199	19885717	0	0.000726424
Chr5	17098484	17098491	5.854552	-	SRR5874660_peak_11816	17098491	0	0
Chr2	6533380	6533387	5.390121	-	SRR5874660_peak_3938	6533387	0	0.000722886
Chr2	3401117	3401124	5.284588	+	SRR5874660_peak_3846	3401124	0	0
Chr1	5309640	5309647	5.228480	-	SRR5874660_peak_550	5309647	0	0.0184251
Chr5	18990940	18990947	8.683580	+	SRR5874660_peak_12074	18990947	0.00188947	0.000236184
Chr3	1358606	1358613	7.228983	-	SRR5874660_peak_5860	1358613	0	0
Chr1	17387913	17387920	5.593107	+	SRR5874660_peak_1791	17387920	0	0
Chr1	11455032	11455039	5.466995	+	SRR5874660_peak_1439	11455039	0	0.00314304
Chr1	5977330	5977337	7.228983	-	SRR5874660_peak_624	5977337	0	0
Chr1	13079328	13079335	5.129548	+	SRR5874660_peak_1627	13079335	0	0.000238664
Chr5	14629463	14629470	5.235634	+	SRR5874660_peak_11507	14629470	0	0
Chr5	4431134	4431141	5.551254	-	SRR5874660_peak_10732	4431141	0	0.000225124
Chr4	12429511	12429518	6.291605	-	SRR5874660_peak_9528	12429518	0	0
Chr1	7566291	7566298	5.520141	+	SRR5874660_peak_845	7566298	0	0
Chr4	15282100	15282107	5.235634	-	SRR5874660_peak_9872	15282107	0	0
Chr4	300736	300743	6.897403	+	SRR5874660_peak_8229	300743	0	0.00111855
Chr3	8259589	8259596	7.895152	+	SRR5874660_peak_6626	8259596	0	0
Chr1	7041821	7041828	6.997181	-	SRR5874660_peak_760	7041828	0	0
Chr1	10379557	10379564	5.240719	+	SRR5874660_peak_1281	10379564	0	0
Chr3	16192619	16192626	6.021714	+	SRR5874660_peak_7182	16192626	0	0.0236467
Chr2	9107440	9107447	6.235710	-	SRR5874660_peak_4315	9107447	0	0.000446428
Chr1	26419850	26419857	6.143632	-	SRR5874660_peak_3012	26419857	0	0
Chr1	12967804	12967811	6.143893	+	SRR5874660_peak_1610	12967811	0.00954634	0.00143173
Chr5	26672955	26672962	8.648924	-	SRR5874660_peak_13080	26672962	0	0
Chr5	25423255	25423262	5.648429	+	SRR5874660_peak_12910	25423262	0	0
Chr4	947850	947857	5.946125	+	SRR5874660_peak_8330	947857	0	0
