TermID	Name	Value	UserValue_0	UserValue_1	UserValue_2	UserValue_3	UserValue_4	UserValue_5	UserValue_6	UserValue_7	UserValue_8	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	PC3_0	PC3_1	PC3_2	Representative	Eliminated
"GO:0006457"	"protein folding"	NaN	NaN	NaN	NaN	7	199	202	24075	0.0017	0.016	5.47682148809577	1.03808010030102	0.985776478691446	0	-3.25144928793899	-4.82292637378534	2.22697065934841	-4.7158450401758	-1.37893135596666	null	False
"GO:0008152"	"metabolic process"	NaN	NaN	NaN	NaN	135	199	14398	24075	0.012	0.1	7.24277235292311	60.5596218240454	1	0	-6.52051055288329	1.09387262730157	2.01101916683446	2.95508997422111	-5.79530048975389	null	False
"GO:0009987"	"cellular process"	NaN	NaN	NaN	NaN	121	199	12839	24075	0.021	0.16	7.35044943385149	77.5997354798827	1	0	-6.11796794911811	3.56406182442155	5.16246206229174	-2.23010922574436	0.432447859097937	null	False
"GO:0023052"	"signaling"	NaN	NaN	NaN	NaN	10	199	279	24075	0.00014	0.0016	6.3640212646283	8.00630080880648	1	0	-4.83616975624976	-3.21010223489596	1.05446890961298	2.01823259470282	7.42265863979704	null	False
"GO:0065007"	"biological regulation"	NaN	NaN	NaN	NaN	39	199	2125	24075	2.2E-06	3.7E-05	6.84974535017356	24.4994376108119	1	0	-2.40774301313174	-0.771466234076117	-3.13654493527225	-5.52363468306859	-0.849107015778582	null	False
"GO:0015979"	"photosynthesis"	NaN	NaN	NaN	32	199	115	24075	1.3E-36	5.3E-34	NaN	4.7982292651977	0.217587118211011	0.940286685296089	0.01062026	-5.93542149354868	-1.25487154078689	4.28031690889357	-0.899521611643278	-3.68118781187251	null	False
"GO:0043933"	"protein-containing complex organization"	NaN	NaN	NaN	NaN	NaN	NaN	6	199	190	24075	5.69290857943074	1.70733414158925	0.907489240033457	0.0131531	3.06165565250597	-5.40590490036981	-0.650830064055221	-4.20262657456359	4.51900303008554	null	False
"GO:0000160"	"phosphorelay signal transduction system"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	199	51	5.87056015294595	2.57022056535877	0.741929821756581	0.01469549	-2.77618461512547	6.34288954023333	4.22140739077341	4.70134700506224	0.384787173630733	null	False
"GO:0046148"	"pigment biosynthetic process"	NaN	NaN	NaN	NaN	NaN	6	199	27	24075	2.6E-07	5.15197015301623	0.491335245210724	0.926653586354919	0.03456366	-0.774404018914721	-3.03468055445372	0.304885274055189	-0.768322675504107	-6.21644238197209	null	False
"GO:0015995"	"chlorophyll biosynthetic process"	NaN	NaN	NaN	NaN	NaN	5	199	8	24075	4.3E-08	4.13991055587568	0.0477848154192042	0.742622843785773	0.80491522	null	null	null	null	null	46148	True
